#;name;country;state;massif;length_decimals;length;depth_decimals;depth;entrances;terrain_type;source;updated_year;updated_month
D50;Torca de Jou sin Tierra;Spain;Cantabria;Picos de Europa;0,00;0;1203,00;1203;0;Limestone;Jose Luis Membrado e-mail;2016;1
53;Dachstein-Mammuthîhle;Austria;Dachstein;Oberîsterreich;67701,00;67701;1207,00;1207;0;Limestone;Lukas Plan email;2024;6
D48;Abisso Ulivifer (Olivifer);Italy;Toscana;Alpi Apuane;7600,00;7600;1215,00;1215;0;Limestone;Speleologia N68P102-103;2017;7
D47;Schwer-Hîhlensystem;Austria;Tennengebirge;Salzburg;6273,00;6273;1219,00;1219;0;Limestone;Lukas Plan email;2024;6
170;Kihaje Xontjoa;Mexico;Oaxaca;Cerro Rabon P.;31373,00;31373;1223,00;1223;0;Limestone;http://www.amcs-pubs.org/longanddeep.html;2016;6
415;Ozto J2;Mexico;Oaxaca;Cuicatlan;14840,00;14840;1229,00;1229;0;Limestone;Mark Minton e-mail;2016;1
D44;Moskovskaja;Georgia;Abkhazia;West Caucasus;1800,00;1800;1250,00;1250;0;Limestone;Pavel Demidov e-mail;2015;2
D43;Pozo del Madejuno;Spain;Leon;Picos de Europa;2853,00;2853;1252,00;1252;0;Limestone;Jose Luis Membrado e-mail;2015;10
D42;Torca dos los Rebecos;Spain;Asturias;Picos de Europa;2228,00;2228;1255,00;1255;0;Limestone;E.Elguero (Internet);1994;5
359;Neide - Muruk Cave;Papua New Guinea;New Britain;Galowe Plateau;17000,00;17000;1258,00;1258;0;Limestone;Deep Cave List by Philippe Drouin;;
623;Sistema Hitu - Cueva Culiembru;Spain;Asturias;Picos de Europa;10700,00;10700;1264,00;1264;0;Limestone;Depth from Phil Rowsell's calculations from the survey data.;2016;1
D39;Morca;Turkey;Mersin;Mersin / Anamur;5714,00;5714;1276,00;1276;0;Limestone;https://tumaf.org/turkiyenin-en-uzun-ve-en-derin-magaralari/;2010;12
D38;Cueva Charco;Mexico;Oaxaca;Cuicatlan;6710,00;6710;1278,00;1278;0;Limestone;Mark Minton e-mail;2016;5
D37;Vishevsky;Uzbekistan;Uzbekistan;Gissaro-Alay;8500,00;8500;1283,00;1283;0;Limestone;Primo? Jakopin email;2024;4
D36;Vladimir V. Iljukhina System;Georgia;Abkhazia;West Caucasus;5890,00;5890;1286,00;1286;0;Limestone;web;2022;1
177;Berger-Platteneck-Hîhlensystem;Austria;Tennengebirge;Salzburg;30396,00;30396;1291,00;1291;0;Limestone;Lukas Plan email;2024;6
D34;Jojar;Iran;Kermanshah;-;2257,00;2257;1300,00;1300;0;Limestone;Alexey Zhalov e-mail;2022;1
180;Complesso del Releccio Alfredo Bini (W Le Donne);Italy;Lombardia;Grigna. Settentrionale;29600,00;29600;1313,00;1313;0;Limestone;Andrea Maconi e-mail;2009;7
549;Mala Boka - BC4 System;Slovenia;Julian Alps;Bovska Kotlina;11875,00;11875;1319,00;1319;0;Limestone;Marko Erker e-mail;2016;8
519;Renejevo brezno - P4;Slovenia;Julian Alps;Kaninski podi;12296,00;12296;1322,00;1322;0;Limestone;Long Cave List;2020;8
132;Gouffre Berger - Gouffre de la Fromagere;France;Isere;Vercors;37000,00;37000;1323,00;1323;0;Limestone;https://fr-academic.com/dic.nsf/frwiki/717878#cite_note-1;2022;12
D29;Slovacka jama;Croatia;Sj Velebit;Mali kuk;6416,00;6416;1324,00;1324;0;Underwater;Aida Bari?ic e-mail, Speleology Commission of the Croation Mountaineering Association;2019;9
D28;Jama Nedam;Croatia;Sj Velebit;Hajdueki kukovi;3399,00;3399;1335,00;1335;0;Limestone;Aida Bari?ic e-mail;2021;10
119;Sistema Illaminako (BU.56 - A.60);Spain;Navarra;Larra;38913,00;38913;1340,00;1340;0;Limestone;Jose Luis Membrado email;2024;11
13;Siebenhengste-hohgant Hoehlensystem;Switzerland;Bern;Eriz/Beat./Ha.;164500,00;164500;1340,00;1340;0;Limestone;Email;2009;7
D25;Sima del Sabbat;Spain;Huesca;Pirineos;6710,00;6710;1346,00;1346;0;Limestone;Jose Luis Membrado e-mail;2024;6
92;Sistema Aranonera (Sima S1-S2)(Tendenera connected);Spain;Huesca;Pirineos;47500,00;47500;1349,00;1349;0;Limestone;Jose Luis Membrado e-mail;2024;1
284;Abisso Paolo Roversi;Italy;Toscana;Alpi Apuane;21000,00;21000;1360,00;1360;0;Limestone;web;2022;1
297;Cave system of Crnelsko brezno;Slovenia;Julian Alps;Rombonski Podi;20066,00;20066;1393,00;1393;0;Limestone;Peter Svete e-mail;2021;10
421;Hochscharten-Hîhlensystem;Austria;Hoher Gîll;Salzburg;14668,00;14668;1394,00;1394;0;Limestone;Lukas Plan email;2024;6
D20;Kuzgun (Ravens Sinkhole);Turkey;Kayseri;Kayseri / Yahyali;3187,00;3187;1400,00;1400;0;Limestone;https://tumaf.org/turkiyenin-en-uzun-ve-en-derin-magaralari/;2010;12
34;Gouffre de la Pierre Saint Martin - gouffre des Partages;France / Spain;Pyrenees-Atlantiques;Pierre Saint Martin;88111,00;88111;1410,00;1410;0;Limestone;Jose Luis Membrado email;2025;1
D18;EGMA (PeynirlikînÅ);Turkey;Mersin;Mersin / Anamur;3118,00;3118;1429,00;1429;0;Limestone;https://tumaf.org/turkiyenin-en-uzun-ve-en-derin-magaralari/;2010;12
405;Boybuloq (Boylok);Uzbekistan;Uzbekistan;Gissaro-Alay;15212,00;15212;1430,00;1430;0;Limestone;Primo? Jakopin email;2024;4
D16;Jamski Sustav Lukina jama - Trojama (Manual II);Croatia;Sj Velebit;Hajdueki kukovi;3741,00;3741;1431,00;1431;0;Limestone;Aida Bari?ic e-mail, Speleology Commission of the Croation Mountaineering Association;2023;1
D15;Sistema del Trave;Spain;Asturias;Cabrales;9167,00;9167;1441,00;1441;0;Limestone;International Caver N19P23;1997;5
D14;Cehi 2;Slovenia;Julian Alps;Rombonski Podi;5536,00;5536;1505,00;1505;0;Limestone;Longest & Deepest Caves of Slovenia;2017;4
D13;Sima de la Cornisa - Torca Magali;Spain;Leon;Picos de Europa;6445,00;6445;1507,00;1507;0;Limestone;http://www.kuleuven.be/speku/expeditions/spain/cornisaslides.htm;2016;9
D12;Shakta Vjacheslav Pantjukhina;Georgia;Abkhazia;West Caucasus;5530,00;5530;1508,00;1508;0;Limestone;Vasily Vl.Suhachev e-mail;2020;6
31;Sistema Cheve (Cuicateco);Mexico;Oaxaca;Cuicatlan;90924,00;90924;1538,00;1538;0;Limestone;Bill Stone email;2025;1
29;Sistema Huautla;Mexico;Oaxaca;Huautla de Ji.;100233,00;100233;1560,00;1560;0;Limestone;Tommy Shifflett & Bill Steele FB;2017;6
21;Hirlatzhîhle;Austria;Dachstein;Oberîsterreich;117840,00;117840;1560,00;1560;0;Limestone;Lukas Plan email;2024;6
D8;Torca del Cerro del Cuevon (T.33)-Torca de las Saxifragas;Spain;Asturias;Picos de Europa;7060,00;7060;1589,00;1589;0;Limestone;www.federacionaragonesaespeleologia.com/;2016;5
203;Reseau Jean Bernard;France;Haute Savoie;Haute-Giffre;26685,00;26685;1625,00;1625;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
66;Lamprechtsofen;Austria;Leoganger Steinberge;Salzburg;60000,00;60000;1727,00;1727;0;Limestone;Lukas Plan email;2024;6
485;Gouffre Mirolda / Lucien Bouclier;France;Haute Savoie;Samoens;13000,00;13000;1733,00;1733;0;Limestone;Philippe Audra (Spelunca N66);2017;6
235;Illyuzia-Mezhonnogo-Snezhnaya;Georgia;Abkhazia;West Caucasus;24080,00;24080;1760,00;1760;0;Limestone;Web;2016;8
D3;Sarma;Georgia;Abkhazia;West Caucasus;6370,00;6370;1830,00;1830;0;Limestone;Alexander Klimchouk via Bogan Ona e-mail;2019;8
384;Krubera (Voronja) Cave;Georgia;Abkhazia;West Caucasus;16058,00;16058;2199,00;2199;0;Limestone;Web;2017;6
501;Veryovkina;Georgia;Abkhazia;Arabika massive;12700,00;12700;2212,00;2212;0;Limestone;FB;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
